title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget,Opening weekend USA,gross,Cumulate Worldwide Gross,runtime,sound Mix,Color,Aspect Ratio 
"Moi, Daniel Blake",7.9,78,55.258,Drama,Ken Loach,Paul Laverty,1h 40min,26 October ,016 (France,London; England; UK,190,"A 59 year old carpenter recovering from a heart attack befriends a single mother and her two kids as they navigate their way through the impersonal, Kafkaesque benefits system. With equal amounts of humor, warmth and despair, the journey is heartfelt and emotional until the end.",xxx,xxx,xxx,xxx,100 min,or,Ratio: 1.85 : 1,xxx
L'Île aux chiens,7.9,82,144.100,Animation; Adve,Wes Anderson,Wes Anderson,1h 41min,11 April 20,8 (France,UK,456,"An outbreak of dog flu has spread through the city of Megasaki, Japan, and Mayor Kobayashi has demanded all dogs to be sent to Trash Island. On the island, a young boy named Atari sets out to find his lost dog, Spots, with the help of five other dogs... with many obstacles along the way.",xxx,xxx,xxx,xxx,101 min,or,Ratio: 2.35 : 1,xxx
À la poursuite de Ricky Baker,7.9,81,115.375,Adventure; Come,Taika Waititi,Taika Waititi,1h 41min,31 March 20,6 (New Zealand,New Zealand,306,"Bella and Hector, two reclusive country folk, become foster parents to Ricky, a problem child from the city. After some adjustment, things go reasonably well. However, the death of Bella means Hector now has to look after Ricky, and they didn't get along too well. Moreover, her death causes Child Services to decide to send Ricky back to the orphanage. Ricky refuses to go back and runs away, ultimately sparking a national manhunt for him and Hector.",xxx,xxx,xxx,xxx,101 min,or,Ratio: 2.35 : 1,xxx
"Boruto : Naruto, le film",7.9,xxx,8.811,Animation; Acti,Hiroyuki Yamashita,Masashi Kishimoto,1h 35min,16 Septembe, 2015 (France,Chicago Illinois; USA,28,"Boruto Uzumaki is the son of Naruto Uzumaki, the Seventh Hokage of the Hidden Leaf Village. Having heard stories of Naruto's deeds as a hero, Boruto wishes to surpass his father. Following Sarada Uchiha, Boruto meets his father's friend, Sasuke Uchiha, and requests to be trained by him.",xxx,xxx,xxx,xxx,95 min,xxx,xxx,xxx
L'étreinte du serpent,7.9,82,21.436,Adventure; Biog,Ciro Guerra,Ciro Guerra,2h 5min,23 December,2015 (France,Vaupés; Colombia,77,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.",xxx,xxx,xxx,xxx,125 min,Dolby Digital,"Black and White
| Color",2.35 : 1
Kaththi,7.9,xxx,19.411,Action; Drama,A.R. Murugadoss,A.R. Murugadoss,2h 46min,21 October ,014 (France,xxx,89,"A multinational company tries to forcefully take over a village that was once a fertile agricultural land to make way for its commercial projects. Jeevanantham, a Hydrology Grad and probably the most educated person in the village, takes the fight to the MNC and vows to reclaim what's their own. Does he deliver on his promise? Do his efforts bear fruit? - The answers form the crux of this sensitive-issue themed flick.",xxx,xxx,xxx,xxx,166 min,xxx,xxx,xxx
Bilal: La naissance d'une légende,7.9,52,17.476,Animation; Acti,Khurram H. Alavi,Ayman Jamal,1h 45min,8 September,2016 (United Arab Emirates,Dubai; UAE,155,"A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.",xxx,xxx,xxx,xxx,105 min,Dolby Digital,Color,2.35 : 1
Captain Fantastic,7.9,72,196.898,Comedy; Drama,Matt Ross,Matt Ross,1h 58min,12 October ,016 (France,Washington State; USA,512,"Ben and Leslie Cash live largely off the grid with their offspring -- Bodevan, Kielyr, Vespyr, Rellian, Zaja and Nai -- in a cabin in the mountains of Washington state. The parents have passed their socialist and survivalist ideals to their children. Ben considers most of Western society to be fascist, especially corporate America. He also believes that no one will or should be there for you, so you'd better learn how to take care of yourself. As such, the children have been subject to vigorous physical training; know how to deal with minor bumps, bruises, cuts, sprains, and even fractures; and know how to hunt, forage, and grow their own food. The children are also non-registered home schooled, meaning that they have no official academic records. Ben and Leslie have tried to make the children critical thinkers, however, within the context of their ideals. Beyond these issues, Ben and Leslie made the decision to live this lifestyle for Leslie's health. Formerly an attorney, Leslie was...",xxx,xxx,xxx,xxx,118 min,or,Ratio: 2.35 : 1,xxx
Sing Street,7.9,79,86.756,Comedy; Drama;,John Carney,Simon Carmody,1h 46min,26 October ,016 (France,St. Catherine's Park; Hanbury Lane; Dublin; Ireland,211,"As everybody moves to the beat of Pop music in early-1980s-Dublin, the sensitive teenager, Conor, struggles to cope with a tense family relationship; reconnect with his older brother, Brendan, and, above all, deal with the hostile environment in his new public school. Then, one day, he sees her. Tall, with long chestnut hair, a buttery complexion, and big, dark eyes; an enigmatically beautiful girl standing in front of the school's gate, indolently observing people passing by. To get noticed by the distant girl, Raphina, Conor enlists the help of a group of teenage dreamers to form a band--and, surprisingly--with every lyric he writes, the gap narrows, and with every song he plays, her heart brims with affection. Now, before a sea of opportunities, what does the future hold for a brave love like this?",xxx,xxx,xxx,xxx,106 min,or,Ratio: 2.35 : 1,xxx
Thor: Ragnarok,7.9,74,610.998,Action; Adventu,Taika Waititi,Eric Pearson,2h 10min,25 October ,017 (France,Village Roadshow Studios; Oxenford; Queensland; Australia,1684,"Imprisoned on the other side of the universe, the mighty Thor (Chris Hemsworth) finds himself in a deadly gladiatorial contest that pits him against The Incredible Hulk (Mark Ruffalo), his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela (Cate Blanchett) from destroying his home world and the Asgardian civilization.",xxx,xxx,xxx,xxx,130 min,"12-Track Digital Sound
(IMAX 12 track)| Dolby Atmos
| DTS
(DTS: X)| Dolby Surround 7.1
| Dolby Digital
| D-Cinema 48kHz 5.1
| IMAX 6-Track
| Sonics-DDP","Color
(ACES)",2.39 : 1
Gekijouban Steins;Gate: Fuka ryouiki no dejavu,7.9,xxx,6.865,Animation; Myst,Kanji Wakabayashi,Chiyomaru Shikura,1h 30min,20 April 20,3 (Japan,xxx,13,"After the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back.",xxx,xxx,xxx,xxx,90 min,xxx,xxx,xxx
Sen Aydinlatirsin Geceyi,7.9,xxx,9.416,Drama; Fantasy;,Onur Ünlü,Onur Ünlü,1h 47min,1 November ,013 (Turkey,Eflatun Film,6,"Thou Gild'st the Evenis about the ordinary sorrows, worries, and troubles of the townsmen with extraordinary abilities. In a small Anatolian town, life goes on; Cemal is an assistant referee in football matches, Yasemin works in an egg factory, Defne is a street vendor who sells books, Doctor Irfan is occupied with his patients. In this town with two suns and three full moons in the sky, Cemal -who can see through walls- has no expectation out of life and looks for a way out with Yasemin -who can move objects remotely with her fingers- as he was trying to deal with his distress. However, Defne, who can freeze time will muddle things up; Yasemin's immortal boss's actions will contradict the invisible elementary school teacher's ad-vices who is trying to ease the worries of Cemal.",xxx,xxx,xxx,xxx,107 min,xxx,xxx,xxx
Jojo Rabbit,7.9,58,317.627,Comedy; Drama;,Taika Waititi,Christine Leunens,1h 48min,29 January ,020 (France,Petschek Palace; Prague; Czech Republic,1678,"A World War II satire that follows a lonely German boy named Jojo (Roman Griffin Davis) whose world view is turned upside down when he discovers his single mother (Scarlett Johansson) is hiding a young Jewish girl (Thomasin McKenzie) in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler (Taika Waititi), Jojo must confront his blind nationalism.",xxx,xxx,xxx,xxx,108 min,"Dolby Digital
| Dolby Atmos",Color,1.85 : 1
Premier Contact,7.9,81,609.736,Drama; Sci-Fi,Denis Villeneuve,Eric Heisserer,1h 56min,7 December ,016 (France,Montréal; Québec; Canada,2000,"Linguistics professor Louise Banks leads an elite team of investigators when gigantic spaceships touchdown in 12 locations around the world. As nations teeter on the verge of global war, Banks and her crew must race against time to find a way to communicate with the extraterrestrial visitors. Hoping to unravel the mystery, she takes a chance that could threaten her life and quite possibly all of mankind.",xxx,xxx,xxx,xxx,116 min,"Dolby Digital
| DTS
(DTS: X)",Color,2.39 : 1
Star Wars : Épisode VII - Le Réveil de la Force,7.9,80,870.383,Action; Adventu,J.J. Abrams,Lawrence Kasdan,2h 18min,16 December,2015 (France,Pinewood Studios; Iver Heath; Buckinghamshire; England; UK,4940,"30 years after the defeat of Darth Vader and the Empire, Rey, a scavenger from the planet Jakku, finds a BB-8 droid that knows the whereabouts of the long lost Luke Skywalker. Rey, as well as a rogue stormtrooper and two smugglers, are thrown into the middle of a battle between the Resistance and the daunting legions of the First Order.",xxx,xxx,xxx,xxx,138 min,"12-Track Digital Sound
(IMAX 12 track)| Dolby Atmos
| Dolby Surround 7.1
| Datasat
| Dolby Digital
| IMAX 6-Track
| Sonics-DDP
| Auro 11.1",Color,2.39 : 1
One Piece Film Z,7.9,xxx,6.111,Animation; Acti,Tatsuya Nagamine,Eiichiro Oda,1h 48min,15 May 2013,(France,xxx,23,A former Marine stands in the way of the Straw Hat Pirates.,xxx,xxx,xxx,xxx,108 min,xxx,xxx,xxx
Berserk : L'Âge d'or - Arc III - L'Avent,7.9,xxx,8.636,Animation; Acti,Toshiyuki Kubooka,Kentaro Miura,1h 50min,1 February ,013 (Japan,xxx,18,"A year has passed since Guts parted ways with Griffith. The Band of the Hawks is plotting a rescue mission to save Griffith who is confined to prison. One night, a group of assassins attack the band, and a bloody battle for survival begins. Just as things are beginning to look grim for them, Guts reappears and saves them. Guts rejoins his friends and embarks on a mission to save Griffith, however.",xxx,xxx,xxx,xxx,110 min,xxx,xxx,xxx
Assal Eswed,7.9,xxx,5.662,Comedy; Drama,Khalid Marie,Khaled Diab,2h 10min,25 May 2010,(Egypt,Company of the United Brothers Cinema,7,"Masry Sayed El Araby (Ahmed Helmy) left Egypt and immigrated to America with his parents when he was ten years old, and twenty years later due to his desire for stability after the death of his parents.He faces many ironies resulting from different times and cultures where he holds an American passport, which makes everyone deals well with him till he exposed to an accident it loses his passport which lead to convert treat of everyone with him to contrast so he decides to rebel against this situation.",xxx,xxx,xxx,xxx,130 min,xxx,xxx,xxx
Before Midnight,7.9,94,144.444,Drama; Romance,Richard Linklater,Richard Linklater,1h 49min,26 June 201, (France,Kardamyli; Messinia; Greece,339,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",xxx,xxx,xxx,xxx,109 min,"Dolby Digital
| Datasat
| SDDS",Color,1.85 : 1
Thuppakki - Le Pistolet,7.9,xxx,25.953,Action; Thrille,A.R. Murugadoss,A.R. Murugadoss,2h 45min,13 November,2012 (France,xxx,88,"Jagdish (Vijay), an army captain, is back in Mumbai for a holiday to be with his parents and two sisters. They want him to get married and finds a bride Nisha (Kajal Aggarwal) for him. After the usual bickerings the couple fall in love. Meanwhile Jagadish an intelligence officer in the military, has a mission to crack down on terrorist sleeper cells in Mumbai. How Jagadish moving around as an ordinary person using his brain and brawn in the correct measure, tracks down the terrorist in his own unique way forms the rest of this escapist entertainer.",xxx,xxx,xxx,xxx,165 min,xxx,xxx,xxx
Hotarubi no mori e,7.9,xxx,14.623,Animation; Dram,Takahiro Ômori,Yuki Midorikawa,45min,17 Septembe, 2011 (Japan,IMDbPro,39,"Hotaru is rescued by a spirit when she gets lost in a forest as a child. The two become friends, despite the spirit revealing that he will disappear if he is ever touched by a human.",xxx,xxx,xxx,xxx,45 min,xxx,xxx,xxx
X-Men: Days of Future Past,7.9,75,667.999,Action; Adventu,Bryan Singer,Simon Kinberg,2h 12min,21 May 2014,(France,Montréal; Québec; Canada,844,"In the future, the mutants and the humans who help them are slaughtered by powerful robots named Sentinels. Professor Xavier, Wolverine, Magneto, Storm, Kitty Pryde, and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr. Bolivar Trask. Xavier tells that their only chance is return to 1973 using Pryde's ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up her intention. However, only Wolverine can withstand the damages of the time travel. Will he succeed in stopping Mystique and the Sentinel Program, and save the mutants and their human friends from annihilation?",xxx,xxx,xxx,xxx,132 min,"Dolby Atmos
| Datasat
| SDDS
| Dolby Surround 7.1",Color,2.39 : 1
Il était une fois en Anatolie,7.9,82,43.153,Crime; Drama,Nuri Bilge Ceylan,Ercan Kesal,2h 37min,2 November ,011 (France,xxx,125,"In the rural area around the Anatolian town of Keskin, the local prosecutor, police commissar, and doctor lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's exact location. As the group continues looking, its members can't help but chat among themselves about both trivia and their deepest concerns in an investigation that is proving more trying than any of them expected.",xxx,xxx,xxx,xxx,157 min,io: 2.35 : 1,xxx,xxx
Waar,7.9,xxx,29.404,Action; Crime;,Bilal Lashari,Hassan Rana,2h 10min,16 October ,013 (Pakistan,Karachi; Sindh; Pakistan,215,"The film is based on stylized depiction of actual life events surrounding the war on terror in Pakistan including the attack on a Police Academy at Lahore in 2009. Major Mujtaba is a former army officer, who took an early retirement from the service. The plot involves a counter-terrorism operation being conducted in the Northwestern tribal region of Pakistan, led by Ehtesham and coordinated by an intelligence officer played by Ayesha. Ehtesham and the intelligence officer come to know of a major terrorist attack that can only be countered with the help of Major Mujtaba.",xxx,xxx,xxx,xxx,130 min,io: 2.35 : 1,xxx,xxx
Ernest et Célestine,7.9,86,18.944,Animation; Adve,Stéphane Aubier,Daniel Pennac,1h 20min,12 December,2012 (France,xxx,58,"There is a world where the Bears live above ground in their cities and the rodents live below in their underground ones in mutual fear and hate. However, Celestine, an apprentice mouse dentist, finds at least momentary common cause with Ernest, a poor street Bear musician, that gets them rejected from both their respective worlds. In spite of this misfortune, the exiles find a growing friendship between themselves as their respective talents flower because of it. Despite this, their quietly profound challenge to the founding prejudices of their worlds cannot be ignored as the authorities track them down. When that happens, Ernest and Celestine must stand up for their love in the face of such bigotry and achieve the impossible.",xxx,xxx,xxx,xxx,80 min,or,Ratio: 1.85 : 1,xxx
Au premier regard,7.9,71,23.409,Drama; Romance,Daniel Ribeiro,Daniel Ribeiro,1h 36min,23 July 201, (France,Rua Dr. Carlos Norberto de Souza Aranha; São Paulo; Brazil,76,"Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans.",xxx,xxx,xxx,xxx,96 min,io: 2.35 : 1,xxx,xxx
The Artist,7.9,89,232.887,Comedy; Drama;,Michel Hazanavicius,Michel Hazanavicius,1h 40min,12 October ,011 (France,Fremont Mansion - 56 Fremont Place; Los Angeles; California; USA,692,"Outside a movie premiere, enthusiastic fan Peppy Miller literally bumps into the swashbuckling hero of the silent film, George Valentin. The star reacts graciously and Peppy plants a kiss on his cheek as they are surrounded by photographers. The headlines demand: ""Who's That Girl?"" and Peppy is inspired to audition for a dancing bit-part at the studio. However as Peppy slowly rises through the industry, the introduction of talking-pictures turns Valentin's world upside-down.",xxx,xxx,xxx,xxx,100 min,"Dolby Digital
| DTS
| SDDS",Black and White,1.33 : 1
Edge of Tomorrow,7.9,71,609.879,Action; Adventu,Doug Liman,Christopher McQuarrie,1h 53min,4 June 2014,(France,Leavesden Studios; Leavesden; Hertfordshire; England; UK,1031,"An alien race has hit the Earth in an unrelenting assault, unbeatable by any military unit in the world. Major William Cage (Cruise) is an officer who has never seen a day of combat when he is unceremoniously dropped into what amounts to a suicide mission. Killed within minutes, Cage now finds himself inexplicably thrown into a time loop-forcing him to live out the same brutal combat over and over, fighting and dying again...and again. But with each battle, Cage becomes able to engage the adversaries with increasing skill, alongside Special Forces warrior Rita Vrataski (Blunt). And, as Cage and Vrataski take the fight to the aliens, each repeated encounter gets them one step closer to defeating the enemy!",xxx,xxx,xxx,xxx,113 min,"SDDS
| Datasat
| Dolby Digital
| Dolby Atmos",Color,2.35 : 1
Amour,7.9,94,94.509,Drama,Michael Haneke,Michael Haneke,2h 5min,24 October ,012 (France,France,232,"Georges and Anne are a couple of retired music teachers enjoying life in their eighties. However, Anne suddenly has a stroke at breakfast and their lives are never the same. That incident begins Anne's harrowingly steep physical and mental decline as Georges attempts to care for her at home as she wishes. Even as the fruits of their lives and career remain bright, the couple's hopes for some dignity prove a dispiriting struggle even as their daughter enters the conflict. In the end, George, with his love fighting against his own weariness and diminished future on top of Anne's, is driven to make some critical decisions for them both.",xxx,xxx,xxx,xxx,125 min,Dolby Digital,Color,1.85 : 1
Contes de l'âge d'or,7.9,68,5.275,Comedy; History,Hanno Höfer,Cristian Mungiu,1h 20min,30 December,2009 (France,Romania,18,Several urban legends of Communist Romania are dramatized.,xxx,xxx,xxx,xxx,80 min,xxx,xxx,xxx
Un prophète,7.9,90,94.696,Crime; Drama,Jacques Audiard,Thomas Bidegain,2h 30min,26 August 2,09 (France,Avenue Montaigne; Paris 8; Paris; France,171,"Nineteen year-old Franco-Algerian Malik El Djebena is just starting his six year prison sentence in Brécourt. Although he has spent the better part of his life in juvenile detention, this stint is his first in an adult prison. Beyond the division of Corsicans and Muslims in the prison (the Corsicans who with their guard connections rule what happens in the prison), he has no known friends or enemies inside. He is just hoping to serve his time in peace and without incident, despite having no prospects once he's out of jail since he's illiterate and has no support outside of the prison. Due to logistics, the head of Corsican inmates, a sadistic mafioso named César Luciani, co-opts Malik as part of the Corsicans' activities, not only regarding what happens inside the prison, but also continued criminal activities outside. The innocent Malik has no idea what to do but cooperate. This move does not sit well with the other Corsicans, who only see Malik as a dirty Algerian, and the Muslims ...",xxx,xxx,xxx,xxx,150 min,"Dolby Digital
| DTS",Color,1.85 : 1
"Au diable Staline, vive les mariés!",7.9,xxx,5.841,Comedy; Drama;,Horatiu Malaele,Adrian Lustig,1h 27min,18 February,2009 (France,Romania,26,"The enigmatic mayor of a deserted village somewhere in Romania commissions a small film crew specialised in unexplained paranormal phenomena to make a brief documentary on his village, just before the upcoming elections. Pretty soon, their hopes will be fulfilled, as the crew witness strange sightings of women dressed in black lurking in the ruins, and eerie apparitions of a creepy woman in white that send shivers down the spine. What grievous event deserted this once-peaceful and colourful village; moreover, did it have something to do with Stalin's death? But, above all, is the mayor hiding something?",xxx,xxx,xxx,xxx,87 min,io: 2.35 : 1,xxx,xxx
Moon - La face cachée,7.9,67,339.142,Drama; Mystery;,Duncan Jones,Duncan Jones,1h 37min,10 July 200, (USA,Los Angeles; California; USA,653,"Sam Bell has a three year contract to work for Lunar Industries. For the contract's entire duration, he is the sole employee based at their lunar station. His primary job responsibility is to harvest and periodically rocket back to Earth supplies of helium-3, the current clean and abundant fuel used on Earth. There is no direct communication link available between the lunar station and Earth, so his only direct real-time interaction is with GERTY, the intelligent computer whose function is to attend to his day to day needs. With such little human contact and all of it indirect, he feels that three years is far too long to be so isolated; he knows he is beginning to hallucinate as the end of his three years approaches. All he wants is to return to Earth to be with his wife Tess and their infant daughter Eve, who was born just prior to his leaving for this job. With two weeks to go, he gets into an accident at one of the mechanical harvesters and is rendered unconscious. Injured, he ...",xxx,xxx,xxx,xxx,97 min,"Dolby Digital
| Dolby Atmos",Color,2.35 : 1
Morse,7.9,82,207.255,Crime; Drama; F,Tomas Alfredson,John Ajvide Lindqvist,1h 54min,4 February ,009 (France,xxx,606,"Oskar, a bullied 12-year old, dreams of revenge. He falls in love with Eli, a peculiar girl. She can't stand the sun or food and to come into a room she needs to be invited. Eli gives Oskar the strength to hit back but when he realizes that Eli needs to drink other people's blood to live he's faced with a choice. How much can love forgive? Set in the Stockholm suburb of Blackeberg in 1982.",xxx,xxx,xxx,xxx,114 min,or,Ratio: 2.35 : 1,xxx
District 9,7.9,81,643.845,Action; Sci-Fi;,Neill Blomkamp,Neill Blomkamp,1h 52min,16 Septembe, 2009 (France,South Africa,1411,"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends.",xxx,xxx,xxx,xxx,112 min,"DTS
| Dolby Digital
| SDDS
| Dolby Atmos",Color,1.85 : 1
The Wrestler,7.9,80,291.811,Drama; Sport,Darren Aronofsky,Robert Siegel,1h 49min,18 February,2009 (France,1230 East Linden Avenue; Linden; New Jersey; USA,614,"This is a drama about an aging professional wrestler, decades past his prime, who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee. As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store, trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for. He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis, The Ayatollah, which may be his ticket back to stardom.",xxx,xxx,xxx,xxx,109 min,"DTS
| SDDS
| Dolby Digital",Color,2.39:1
Jab We Met,7.9,xxx,48.429,Comedy; Drama;,Imtiaz Ali,Imtiaz Ali,2h 18min,26 October ,007 (India,xxx,90,"Depressed after the passing of his father (Dharamraj) and a ditching by his gorgeous girlfriend, Mumbai-based businessman Aditya Kashyap takes a BEST bus, goes to the Chatrapati Shivaji Train Terminus, and boards a train. There he meets Geet Kaur Dhillon, who is returning home to Bhatinda, and who pays for his ticket. At Bar Nagar, he decides to leave, but she follows him, missing her train. They manage to get a ride to Ratlam, miss the train again, but eventually make it to Bhatinda. Once there, he gets to meet her family, her pretty sister Roop as well as her to-be betrothed, Manjeet Singh Mann. Before the engagement can be finalized, she manages to convince her fiancé that she wants to marry Aditya. Before Aditya can take stock of these new developments, she elopes with him - not to get married but to re-locate to Manali where her true love, Anshuman, awaits, and to whom she hopes to get married.",xxx,xxx,xxx,xxx,138 min,xxx,xxx,xxx
Boyhood,7.9,100,338.687,Drama,Richard Linklater,Richard Linklater,2h 45min,23 July 201, (France,Texas; USA,1020,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting.",xxx,xxx,xxx,xxx,165 min,Dolby Digital,Color,1.85 : 1
"4 mois, 3 semaines, 2 jours",7.9,97,57.331,Drama,Cristian Mungiu,Cristian Mungiu,1h 53min,29 August 2,07 (France,xxx,193,"Romania, 1987, the brutal Ceausescu communist regime is in place; birth control is illegal and abortion is a crime punishable by death. Gabita (Laura Vasliu) is almost five months into an unwanted pregnancy and in meek desperation turns to her friend and roommate, Otilia (Anamaria Marinca) for help in organizing an illegal termination. Unfortunate circumstances force the two women to use an unwanted male abortionist, Bebe (Vlad Ivanov). The bleakness of the storyline expresses a dark socio-political critique in the twilight years of a repressive dictatorship.",xxx,xxx,xxx,xxx,113 min,or,Ratio: 2.35 : 1,xxx
Le chant des moineaux,7.9,74,9.822,Drama; Family,Majid Majidi,Mehran Kashani,1h 36min,1 October 2,08 (Iran,Tehran; Iran,17,"When an ostrich-rancher focuses on replacing his daughter's hearing aid, which breaks right before crucial exams, everything changes for a struggling rural family in Iran. Karim motorbikes into a world alien to him - incredibly hectic Tehran, where sudden opportunities for independence, thrill and challenge him. But his honor and honesty, plus traditional authority over his inventive clan, are tested, as he stumbles among vast cultural and economic gaps between his village nestled in the desert, and a throbbing international metropolis.",xxx,xxx,xxx,xxx,96 min,or,Ratio: 1.78 : 1,xxx
Klass,7.9,xxx,14.445,Drama,Ilmar Raag,Ilmar Raag,1h 39min,16 March 20,7 (Estonia,xxx,40,"Kaspar and the class pushover Joosep are 16 and life in high school isn't easy. Without meaning to, Kaspar defends Joosep against the bullying of his classmates, but every time Kaspar tries to him, it backfires, with the class taking it out on Joosep. Kaspar just wants his friends, his girl and his unassuming life back. Joosep wants to regain his dignity and the chance to switch to a high school far away. But their classmates are relentless, going further and further with each incident.",xxx,xxx,xxx,xxx,99 min,xxx,xxx,xxx
Kader,7.9,xxx,12.765,Drama,Zeki Demirkubuz,Zeki Demirkubuz,1h 43min,17 November,2006 (Turkey,Istanbul; Turkey,14,"Bekir is a young man who runs his father's business. He becomes infatuated with Ugur after she visits his shop one day. However she is in love with Zagor, a violent criminal. In a brawl Zagor kills the 'protector' of the family of Ugur and runs away with Ugur. After two subsequent murders he gets caught and Ugur asks for Zagor's help. She becomes a singer - whore and starts living from city to city following Zagor who is in prison, while Bekir follows her despite the fact that in the meantime he got married and has a child.",xxx,xxx,xxx,xxx,103 min,xxx,xxx,xxx
L'île,7.9,xxx,11.234,Drama,Pavel Lungin,Dmitriy Sobolev,1h 52min,9 January 2,08 (France,Kem; Republic of Karelia; Russia,51,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future.",xxx,xxx,xxx,xxx,112 min,xxx,xxx,xxx
Dor,7.9,xxx,5.746,Drama,Nagesh Kukunoor,Nagesh Kukunoor,2h 27min,22 Septembe, 2006 (India,See more,47,"Shankar Singh and his wife, Meera, live in Jodhpur, Rajasthan, India along with widowed paternal grandmother, Laxmibai, his mom, Gowri, and dad, Randhir. The family feel that they are blessed after Meera's entry in this family. Shankar must go and abroad in Saudi Arabia and bids farewell to Meera, promising to keep in touch, which he does, and also sends them a large portion of his earnings, which is used to pay off the family's debts. Then when no word is received from him, a worried Meera phones, and is devastated to learn that Shankar has been killed by being thrown off a 10th floor balcony. Her status quickly changes, her jewelery, ornaments, fancy clothes are taken off, and she is told to remain indoors. wear dark clothes, and is only allowed to pray at a Mandir. Things brighten up for Meera when she befriends an Islamic woman, Zeenat, who has come all the way from Himachal Pradesh to look for her husband, Amir Khan. Shortly thereafter, Meera's world is turned upside down when ...",xxx,xxx,xxx,xxx,147 min,xxx,xxx,xxx
Pokiri,7.9,xxx,12.904,Action; Crime;,Puri Jagannadh,Puri Jagannadh,2h 44min,28 April 20,6 (India,Hyderabad; Telangana; India,20,"Pandu is a killer for hire, and will accept any contract provided the amount is right. The Police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Pandu who knows his real identity and he has no intention of sharing it with anyone.",xxx,xxx,xxx,xxx,164 min,xxx,xxx,xxx
Star Trek,7.9,82,580.938,Action; Adventu,J.J. Abrams,Roberto Orci,2h 7min,6 May 2009 ,France,Alaska; USA,1685,"On the day of James T. Kirk's birth, his father dies on his damaged starship in a last stand against a Romulan mining vessel looking for Ambassador Spock, who in this time, has grown on Vulcan disdained by his neighbors for his half-human heritage. 25 years later, James T. Kirk has grown into a young rebellious troublemaker. Challenged by Captain Christopher Pike to realize his potential in Starfleet, he comes to annoy academy instructors like Commander Spock. Suddenly, there is an emergency on Vulcan and the newly-commissioned USS Enterprise is crewed with promising cadets like Nyota Uhura, Hikaru Sulu, Pavel Chekov and even Kirk himself, thanks to Leonard McCoy's medical trickery. Together, this crew will have an adventure in the final frontier where the old legend is altered forever as a new version of the legend begins.",xxx,xxx,xxx,xxx,127 min,"DTS
| SDDS
| Dolby Digital
| Sonics-DDP
(IMAX version)| Dolby Atmos",Color,2.35 : 1
